user_id,item_id
13019864,362510181
15350277,269983479
47594591,68727618
29762430,359547564
19138477,404179958
74356194,10831936
74356194,340476170
30625414,43092150
74356194,231886063
31662494,387464959
60086316,327030564
92342149,129489673
63249394,293703884
100901664,265753285
6620781,139399710
83612546,285351978
70500246,81381621
70500246,150365789
121800511,224903007
140267624,202521039
140267624,239072495
129979590,67413136
18261127,275014149
4606353,323624091
4606353,285605595
122944530,38819495
43031779,336629554
21968836,52109292
41993449,248320003
4310004,64889446
59540964,263589552
42331282,73175029
100715671,216429874
74120477,101795752
105321705,159881048
8934646,320555163
50915402,166029601
50915402,128202868
124761589,295085006
3153929,42119601
122588387,371172251
127097416,320258412
130699981,131131687
72239230,200349150
2869892,4648627
2869892,127904647
96263195,143681566
899031,138768145
899031,60389610
103482353,239418893
123337404,221796861
123337404,395851684
138824382,29268353
138824382,150607745
123337404,27257813
123337404,277032383
138824382,195478339
138824382,155385501
138824382,34439505
138824382,358930327
123337404,207240670
92500742,346095884
123337404,88731988
123337404,171450842
22132823,157984068
141289984,235865814
41759212,310301897
48977926,124451132
121094926,104750296
91296173,64934937
99759576,345122137
44318358,303332977
60284321,18140542
101510566,198134270
101510566,170672186
101510566,318444241
101510566,391000047
120736960,331706270
34263408,183724158
120736960,380740501
120736960,24834552
120736960,181090484
122331001,260832261
120736960,303861049
44170704,174758116
43580053,123509742
112947025,232214924
56970482,22355937
105854400,280661851
33469659,129979856
33469659,48387936
6794243,160283986
88959033,239549644
104455138,219881506
61414783,252712007
109867332,249924251
109867332,60616783
61414783,325774725
61414783,221710051
112083774,339241689
125422709,229115728
10886351,339685580
125422709,373574115
125422709,200974674
101673063,99592351
14217475,165773833
95335821,236504880
77053167,160989071
77053167,358649188
123700488,61283592
63352497,269878471
32573394,214494748
32573394,231886063
59502935,213881330
114678213,187478551
139133668,333919333
14214900,174214599
103761429,80167914
71517427,403147834
79913871,342925302
109498494,66991635
137190407,66416342
61334074,123088160
84123477,223302363
130496816,223410512
130496816,317777128
98876203,209800571
97811342,232356121
118539273,131953491
57071628,346674205
135791933,131360941
33277457,282620553
33277457,352090462
33277457,210840211
8036273,184591809
33277457,18024912
