user_id,item_id
59398938,322473119
68342216,332172327
68342216,4691442
108519036,97499630
108519036,84847076
33787718,54013218
55197721,203508127
57296514,253409333
57296514,277214837
76945122,119181376
119132467,50758487
119132467,173967890
124329270,295435284
113455084,12323260
82094172,338160035
82094172,63251051
54456627,366747646
29552918,396041707
19658853,369068917
9804081,16084961
105261505,178996568
90130475,168653733
94602958,373734956
98330735,197767230
85932424,17712290
46129044,71649890
119198255,89755913
131093879,228952850
103957530,9206663
47346917,24982698
47346917,296069894
68218327,385070939
124225320,10563085
450948,314784439
117106172,72947647
122648349,97054155
17471472,154166347
94116111,111597636
5683524,140421465
5683524,401843568
110108245,296007663
52993887,239709463
33857715,320885087
3564077,377832487
3564077,18602284
22090676,80631002
22090676,239017444
22090676,42581474
115315519,206024521
110513785,17797076
86176645,87556555
73488119,72584344
116486348,173620172
119938369,92047526
103020279,81230681
72809892,298790575
21782028,32578414
51986250,197486316
54015834,13136018
42158519,8592486
42158519,165758082
57817053,125979665
807799,292164245
118036942,49704236
122374396,29330504
56325314,28434086
56325314,378033146
81805172,122541703
81180137,69191439
75933011,94760099
27854671,101033956
68283948,105886930
111366157,30196220
66093959,111914472
88955119,48846512
56193432,78484080
65185404,369556865
75583025,338769085
22088523,319111238
44137606,371411340
44137606,372269085
24370042,232996727
36416298,275274167
123242164,389483237
5999606,362134944
62144207,392644446
92822745,317740320
132927997,64867059
141783144,51027539
120898353,387390454
140134509,107319333
97581512,50383090
24414641,360912669
26917354,306482449
121776645,390421063
116357641,387679508
64604595,399857812
96586223,346127946
27512670,212488165
27512670,120108194
69799403,195866218
15057025,133841150
15057025,165297840
15057025,359921393
47117557,403083614
47117557,123311703
98377685,13163452
9683018,397261816
55259658,342041385
27296776,121126442
27296776,118504188
27296776,383346083
27296776,12241990
45454313,30982171
29234861,82347612
46526694,403997986
120131293,121018211
946815,305564705
120738063,348851638
122131736,393769196
32614467,5484958
32614467,366484689
32614467,121093392
61680625,229090859
61680625,129730622
61680625,85972916
7672365,223552087
4767784,218008752
5435909,15645258
59594572,48578570
109536998,309879459
24839442,234757070
24839442,88042222
66258086,270305106
116407632,221720763
116407632,343953107
4707609,306838119
61973656,261481160
61973656,228612902
61973656,84792842
108431897,395927081
117711807,251838392
117965873,58400134
117965873,143163019
3773471,58412149
100589589,227456366
100589589,225772900
77465332,42281656
122841506,245992264
24998109,46421347
18788653,331867629
87056156,13602114
87056156,77595035
21134416,69478546
62477900,36357648
137587571,269976923
23642835,151904777
70537406,277666505
104560325,203241948
115315519,368166720
115315519,153170426
15057025,276305635
15057025,54074131
17471472,145207423
17471472,185220171
27296776,199817039
65029092,322481217
93563618,75350477
68342216,152694759
3564077,396936793
3564077,304991844
3564077,350226973
3564077,29263485
3564077,358791072
3564077,323860027
3564077,336265554
134731135,116575907
26936473,374030602
131276074,366255929
84554441,298853385
35422064,219607303
141710981,136629897
65185404,89832600
65185404,63446994
65185404,96298398
139763357,7198371
12725240,222802199
45454313,55147778
87780704,126394372
100589589,40447860
100589589,390669359
100589589,87690284
103020279,309858690
103020279,289364929
44939837,243597816
44939837,325810183
44939837,289145255
21782028,158738105
21782028,361530874
47346917,324381446
55197721,331327646
47123658,212009596
120226592,27757330
120226592,8723718
74524670,102660477
76109602,66102585
38800318,100336305
119829822,251341278
29552918,387139942
51986250,263649520
51986250,351639401
84193620,325605041
117965873,106911989
11375579,306539792
117965873,121262619
117965873,259842130
117965873,12902564
20428615,91733247
28102496,387463190
5435909,323431523
20519542,131175478
12704377,390216619
54574235,256692739
24839442,184250310
24839442,266015139
24839442,335381357
24839442,338564758
54503733,166580071
116486348,100256943
116486348,106462626
28637703,253385738
100371582,317177488
64060923,63275727
135790755,295448727
109180409,222734538
96586223,281182271
50639608,365611836
131093879,302363246
22601914,124830382
33787718,16219265
33787718,260571119
50796433,195285717
32614467,258781025
32614467,207993079
32614467,378365990
32614467,162281063
32614467,107995293
61680625,197404979
21576685,338917030
21576685,272798514
4767784,44004577
62500763,217996686
41858386,74686064
111366157,26581965
35087832,341428783
41839555,299853334
41839555,382856743
69994159,166783956
9804081,137162675
9804081,338227965
29467201,169851978
54456627,109402315
78915466,12727924
70710134,255319416
9591617,250318134
4008563,128627872
56193432,289341004
56193432,49583198
18788653,396810339
18788653,15225267
76945122,190528389
123888602,211440544
42158519,17454506
85932424,219007422
37686547,281862558
37686547,108619994
1027626,7152134
56089382,107978826
123242164,352626964
22626502,5228462
108949633,249906916
110422419,297695022
110422419,189662392
46129044,314166136
79707989,341505584
24370042,103905957
24370042,179109502
24370042,245230283
42968257,52342750
77622415,200903995
113455084,158957941
140721903,45942769
141783144,174329205
141783144,159464806
5897540,259338754
56720510,292892569
120738063,330349889
55908793,325898107
57532744,151660578
26340411,11603477
94602958,104515417
129729366,32209504
137158994,15485337
57201592,31170407
57201592,94420496
691173,162148157
691173,75913069
114183097,19926782
114183097,161224227
114183097,354840973
111745354,83171600
109159794,257141079
110594657,111422374
44137606,156199893
118036942,99769193
119132467,246071274
87056156,97034467
87056156,111467838
87056156,32993268
28189555,280328504
72081464,280571411
106651590,126413701
128825158,134119926
47016310,142843604
52833705,222565286
52833705,91699914
4707609,378400404
104019648,231846355
140206758,4241805
22090676,18465910
22090676,29644571
62144207,254198559
2105466,383130134
75933011,158409126
122374396,67669626
139659858,317710418
12908103,45788376
5184539,355784374
60623651,78434737
117293037,147796814
20519542,60810390
77622415,114232541
77622415,314449056
56720510,115139084
56720510,312874516
72375961,131069870
9804081,323500950
9804081,366890370
807799,257970098
96586223,174244406
35411632,390060332
81805172,56913325
120131293,296913622
103957530,164953957
33787718,211085757
131093879,132625658
75740482,40524041
106651590,37508597
106651590,162225388
106651590,346678224
109657786,278779486
109657786,98010577
109657786,69724160
31354597,2823783
100589589,27183191
100589589,342880319
119132467,310281834
44939837,146895148
44939837,344526239
44939837,92228699
44939837,144278677
2105466,245338545
24998109,3382452
30511828,233899129
36952963,244191989
78257174,341202050
9683018,85455152
20174386,399458705
84554441,370425100
108431897,117619180
108431897,400294866
66864491,158175685
96320699,154413998
3564077,291605611
3564077,338742458
3564077,387674502
3564077,206584439
90782781,70520183
68342216,117581400
107126294,303361536
36465131,82607388
87780704,116454149
64060923,103032500
15233684,324118342
627349,38658045
627349,400499276
119829822,236661046
119829822,71786035
119474010,384254612
37686547,101943653
56325314,29971113
51986250,354525367
75933011,276244092
8735862,201104444
21249023,292542901
29146290,208185437
68763635,323728114
82948136,43233140
1472133,198714456
44203896,114940003
82094172,67227189
82094172,372312898
102182796,227314100
92822745,123557701
87056156,36129810
87056156,151440365
22236550,167924543
6479495,268301346
137744802,77519687
113726035,59732234
42158519,311794244
134731135,193946656
122374396,283579631
122374396,39118120
14870142,35689600
57817053,397522137
57817053,367752680
123888602,100016810
67728629,68684925
1586570,311365068
87862660,241844124
29234861,1669373
39309813,115431139
46526694,69863306
46526694,233318429
23885551,233325285
73331581,140896136
111366157,342527388
25261910,170930876
45484969,277776311
85382416,17106867
94602958,213482111
137683586,261604780
44137606,111228184
22090676,41559956
22090676,217392667
22090676,247607451
64587388,390148708
64587388,149682560
12228804,313388633
12228804,332888349
61973656,310969312
103020279,163104754
8650535,273405187
121476366,375277071
21782028,9711509
21782028,5104017
85183437,148885420
85183437,29289029
8277339,53216896
87383843,357544976
450948,70073423
59348943,257598925
59348943,216635875
59348943,174411645
71911264,15896271
26917354,320016808
53026662,44523695
104560325,220587003
104560325,57876071
104560325,245106586
24839442,200734712
24839442,339272733
48308523,125171372
45443577,200444571
66258086,387819120
55759876,198400340
92871454,304281682
92871454,109561320
120024485,203681850
24642742,127000036
24642742,214560857
27296776,28352409
27296776,280947326
27296776,281586128
120226592,338806895
39936758,278462330
39936758,288324868
141783144,216299951
76109602,37001966
88137020,348230840
4261840,11269455
47346917,138501560
47346917,31897335
24370042,290023711
101861708,16695758
5999606,83734813
68845467,26925071
32614467,9398318
32614467,174887604
110513785,160396286
15057025,309865152
15057025,47990586
116568644,106251865
18729544,116391942
101135329,62326148
101135329,863419
40211861,206650147
40211861,301370588
18763809,124770157
59068894,175770429
117965873,288048303
117965873,228124784
117965873,70396875
81450166,389245950
135790755,364462629
114183097,374856333
114183097,196754738
27854671,325184774
121776645,184420827
121776645,302816869
3624197,392710158
62477900,399581523
7672365,97804734
125492153,376265064
98734198,144987433
44137606,297128030
44137606,155179836
98734198,89935215
53026662,46196617
101296240,219805164
75933011,278739738
117965873,390741416
117965873,26738794
87056156,83475942
87056156,375094764
39377972,22605676
47871014,309897440
123242164,154109737
52463107,307890802
54456627,262908533
42158519,278055253
48308523,360999015
123275930,242385641
23569993,128620619
72809892,296004566
101801629,351033901
71193336,402088504
5683524,271573746
5683524,13187460
5683524,378914302
66166247,357178453
33726380,83439528
22090676,109059678
22090676,282096496
22090676,299236779
109059613,49002319
121320202,36570545
121320202,130350256
136877543,392839004
61973656,29857043
141661456,28551217
3564077,306928484
3564077,384355867
3564077,190836488
3564077,128030392
3564077,292092527
3564077,153164957
3564077,61283518
3564077,272036047
139763357,191120220
127583067,275492279
45454313,389295167
45454313,75591353
141783144,261089503
92784151,381759977
25266604,260496173
114183097,313340426
111937065,363812422
67728629,265564487
54574235,200513383
90130475,103120757
94602958,190514219
22236550,294918058
100371582,101975409
21305088,379975895
108431897,179323580
138927612,88325826
138927612,145592272
115798884,318159927
115798884,159966890
115798884,189468758
115798884,59574629
47117557,113287113
59160612,318004000
122374396,239967858
39309813,280947243
120738063,212012302
99306028,34082475
77622415,187865484
77622415,242088370
4707609,282469769
57296514,100717628
57296514,238887987
95103333,216602482
95103333,239188593
87780704,397698050
87780704,43662247
108426355,124365305
108426355,201559061
7269946,81818615
103020279,287031740
76945122,177647773
21782028,218851548
21782028,63087598
21782028,216309757
105080646,340069968
23251020,343319569
450948,400872822
100589589,333003319
100589589,357799401
100589589,239826373
100589589,135510430
100589589,4292057
100589589,389926978
100589589,222629972
28777693,86185464
44939837,276259491
44939837,164844646
38800318,370464309
2850672,161688956
46129044,21889905
24839442,101769618
24839442,384922916
17471472,29234823
127501729,297594759
11685194,208564388
11685194,118482055
45484969,242731131
45484969,338918982
44590392,344327955
53118094,313803413
18788653,351875601
135790755,262924184
121776645,308318784
78398626,39582462
103957530,39951491
109536998,139123378
112799347,397825595
47346917,350692454
98377685,314452878
47346917,18235002
134731135,80609708
65271788,253241814
101861708,23531144
32614467,398421728
70710134,195051850
115977111,236406750
142202623,338025853
27296776,176616159
106651590,117643498
109657786,192864640
109657786,282336341
42968257,100554411
90579934,88791659
54029651,135865593
71306110,316262926
91837539,20836360
121300305,323974979
101097573,372958961
87862660,53937844
131032896,352823753
82094172,348392725
24642409,23028969
46550020,293168826
70537406,8181797
65185404,195196622
65185404,254072463
73882215,152737256
116486348,373503065
103600938,334865559
33787718,314269997
33787718,29788078
62144207,142580214
120226592,396001995
33652302,59818658
55259658,294219267
61134302,197966900
82948136,203071264
51004227,177943378
138304776,266832137
15233684,103336066
120226592,389660807
120226592,92201542
120226592,70926048
120226592,373429413
25261910,156890535
48062870,97356466
11685194,372253999
119394765,310871330
12228804,151881871
106651590,222138921
106651590,379166387
106651590,177947599
106651590,144783693
27296776,257169045
27296776,73885026
109657786,333793981
138773149,256067745
138773149,213632130
90579934,400214390
125492153,226044505
104564979,37517982
74902831,130375488
87056156,199578205
84031225,307790726
106760980,208250731
44137606,357743154
32614467,96445762
32614467,132757423
61680625,23412937
80055582,308519066
117488360,305721292
132144807,100267076
51826644,259362395
3564077,361716916
3564077,43617095
3564077,168667131
3564077,127655309
3564077,218410143
3564077,38306208
3564077,101804092
76409653,148097024
85935756,322970025
57817053,53036752
57817053,240599219
110108245,210899769
131093879,117133393
131093879,11541718
72809892,46480880
24729502,280625048
59398938,328461617
115315519,140321027
45454313,211631516
62477900,101515315
30364697,86330475
30364697,184838331
73331581,76304865
116407632,19410608
116407632,270887934
45484969,14698191
15522262,108371636
15522262,212566889
22090676,159905555
22090676,267537799
22090676,287182209
103957530,268229569
82644746,76425937
129729366,38962355
25028602,335285512
1586570,401968379
21576685,142372339
54099409,72256893
61134302,68515360
85887889,280477307
64547732,166890319
98734198,323518041
123888602,179239049
62533830,67777159
58453645,62916979
91837539,382990073
39936758,87325890
39936758,208863558
11926956,206788172
141783144,34623217
34596224,103350973
66983676,307341756
55259658,148136015
122374396,156652367
41839555,220226141
77622415,184680273
74363548,363458437
91775158,378825003
64060923,143149727
118036942,317131692
28189555,317707233
28189555,404218699
59594572,320611822
100589589,1754515
100589589,372735212
100589589,145124617
73244758,15793652
96293906,343619830
105737977,360435711
44939837,271407067
44939837,372967699
44939837,38759299
44939837,162962647
44939837,97267830
14792361,156166649
37686547,319919101
50374938,394619962
110422419,275058279
100371582,317016793
100371582,131540294
24370042,12103651
42968257,98689419
12908103,379144929
24839442,9620639
24839442,246400470
24839442,205644169
24839442,113342279
54503733,351233991
109159794,174557285
114183097,368226713
50259635,201963521
27854671,286714635
68342216,221599053
68342216,69416252
46081082,104604294
29036383,155797037
33787718,145422177
33787718,124250633
33787718,275848067
49262969,139062318
119474010,36544379
111725279,355263060
34465012,51375728
46129044,245797107
46129044,150131165
77377613,28054314
82094172,196403056
115798884,361037299
21782028,181962049
122841506,383696439
21782028,356436003
133235363,199607122
65185404,169381877
96586223,167491847
116985016,204594927
68763635,240026220
68763635,355282880
99277580,55336518
121476366,240619795
75740482,17113028
115977111,275409047
42530586,244270249
57938026,95576484
2384059,58092388
29234861,202169533
141771287,153308364
120343656,83310213
93464833,66722357
40441550,197024178
141095479,43676889
141932210,116609710
80583387,291636404
134731135,251784628
17471472,158340185
17471472,296949066
42019532,221244804
117965873,217389787
117965873,388364624
